Baths,Beds,Location,Square Meter,base_price,city,country,page,property_type,sub_div
2,2,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",142,2600000,Cairo,Egypt,buy,Apartment,New Cairo City
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",263,4287000,Cairo,Egypt,buy,Townhouse,New Cairo City
5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",560,10750000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",223,2450000,Cairo,Egypt,buy,iVilla,New Cairo City
2,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",160,1780000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",150,1496000,Cairo,Egypt,buy,Apartment,New Capital City
5,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",263,5250000,Cairo,Egypt,buy,Townhouse,New Cairo City
3,3,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",165,1200000,Cairo,Egypt,buy,Townhouse,Shorouk City
4,4,"Al Diyar, Al Narges, New Cairo City, Cairo",750,15500000,Cairo,Egypt,buy,Villa,New Cairo City
3,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",495,10750000,Cairo,Egypt,buy,Villa,New Cairo City
4,3,"Al Patio 5, El Patio, El Shorouk Compounds, Shorouk City, Cairo",248,4275000,Cairo,Egypt,buy,Twin House,Shorouk City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",480,9700000,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",850,18000000,Cairo,Egypt,buy,Villa,New Cairo City
1,2,"Omar Khorshid St., El Banafseg 10, El Banafseg, New Cairo City, Cairo",130,1870000,Cairo,Egypt,buy,Hotel Apartment,New Cairo City
1,1,"Omar Khorshid St., El Banafseg 10, El Banafseg, New Cairo City, Cairo",52,840000,Cairo,Egypt,buy,Hotel Apartment,New Cairo City
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,7000000,Cairo,Egypt,buy,Twin House,New Cairo City
3,3,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",194,2450000,Cairo,Egypt,buy,Apartment,New Cairo City
5,5,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",730,25000000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Al Jazeera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",380,8600000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Tag Al Din El Sobky St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",340,3200000,Cairo,Egypt,buy,Apartment,Heliopolis - Masr El Gedida
3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",215,3200000,Cairo,Egypt,buy,Apartment,New Cairo City
4,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",274,2700000,Cairo,Egypt,buy,Apartment,New Cairo City
6,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,11800000,Cairo,Egypt,buy,Villa,New Cairo City
6,5,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,10000000,Cairo,Egypt,buy,Villa,New Cairo City
5,6,"Fifth Square, North Investors Area, New Cairo City, Cairo",347,1015000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",348,13494888,Cairo,Egypt,buy,Twin House,New Cairo City
6,6,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,10000000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",263,5600000,Cairo,Egypt,buy,Townhouse,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",350,9250000,Cairo,Egypt,buy,Villa,New Cairo City
2,2,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",235,1900000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"La Vista City, New Capital Compounds, New Capital City, Cairo",230,4900000,Cairo,Egypt,buy,Villa,New Capital City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,5150000,Cairo,Egypt,buy,Townhouse,New Cairo City
4,4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,10000000,Cairo,Egypt,buy,Villa,New Cairo City
4,3,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,6000000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",355,7200000,Cairo,Egypt,buy,Twin House,New Cairo City
4,4,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",900,10000000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3650000,Cairo,Egypt,buy,Apartment,New Cairo City
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9500000,Cairo,Egypt,buy,Villa,New Cairo City
2,3,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",235,2300000,Cairo,Egypt,buy,Apartment,New Cairo City
4,4,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",220,2800000,Cairo,Egypt,buy,Penthouse,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,6150000,Cairo,Egypt,buy,Twin House,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3900000,Cairo,Egypt,buy,Apartment,New Cairo City
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",265,7150000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",355,8200000,Cairo,Egypt,buy,Twin House,New Cairo City
5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,15500000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",340,7600000,Cairo,Egypt,buy,Twin House,New Cairo City
5,5,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,3000000,Cairo,Egypt,buy,iVilla,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",340,6900000,Cairo,Egypt,buy,Twin House,New Cairo City
2,3,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",164,900000,Cairo,Egypt,buy,Apartment,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,4000000,Cairo,Egypt,buy,Townhouse,New Cairo City
3,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",271,5500000,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9100000,Cairo,Egypt,buy,Villa,New Cairo City
2,2,"The Village, South Investors Area, New Cairo City, Cairo",146,2850000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,6500000,Cairo,Egypt,buy,Twin House,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",285,5500000,Cairo,Egypt,buy,Townhouse,New Cairo City
3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",191,4366000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",215,3450000,Cairo,Egypt,buy,Apartment,New Cairo City
2,2,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",142,300000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Hassan Khater St., El Nozha El Gadida, El Nozha, Cairo",260,1820000,Cairo,Egypt,buy,Apartment,El Nozha
2,2,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",144,2000000,Cairo,Egypt,buy,Apartment,New Cairo City
5,4,"Dyar, Ext North Inves Area, New Cairo City, Cairo",345,8250000,Cairo,Egypt,buy,Villa,New Cairo City
6,5,"Dyar, Ext North Inves Area, New Cairo City, Cairo",450,10500000,Cairo,Egypt,buy,Villa,New Cairo City
5,4,"Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo",345,9000000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",427,15000000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",348,6431155,Cairo,Egypt,buy,Twin House,New Cairo City
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",270,8200000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",156,2980000,Cairo,Egypt,buy,Apartment,New Cairo City
6,6,"Madinaty, Cairo",900,13000000,Cairo,Egypt,buy,Villa,Madinaty
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",186,3250000,Cairo,Egypt,buy,Apartment,New Cairo City
2,2,"Midtown Condo, New Capital Compounds, New Capital City, Cairo",105,1160000,Cairo,Egypt,buy,Apartment,New Capital City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",229,7200000,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",390,9500000,Cairo,Egypt,buy,Villa,New Cairo City
1,3,"Alsuwais Cairo Road, Zahraa El Maadi, Hay El Maadi, Cairo",108,826000,Cairo,Egypt,buy,Apartment,Hay El Maadi
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",320,7500000,Cairo,Egypt,buy,Twin House,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,15887500,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Flowers Park, North Investors Area, New Cairo City, Cairo",500,10500000,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",392,9500000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",347,9500000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",228,7200000,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,10950000,Cairo,Egypt,buy,Villa,New Cairo City
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",238,5125000,Cairo,Egypt,buy,Apartment,New Cairo City
5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,12812500,Cairo,Egypt,buy,Villa,New Cairo City
4,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",391,9600000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",285,6000000,Cairo,Egypt,buy,Townhouse,New Cairo City
2,3,"Madinaty, Cairo",124,1050000,Cairo,Egypt,buy,Apartment,Madinaty
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,6300000,Cairo,Egypt,buy,Townhouse,New Cairo City
4,3,"R7, New Capital City, Cairo",186,1989883,Cairo,Egypt,buy,Apartment,New Capital City
4,4,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",319,4600000,Cairo,Egypt,buy,Twin House,New Cairo City
3,2,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",152,1500000,Cairo,Egypt,buy,Apartment,New Cairo City
5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",520,4000000,Cairo,Egypt,buy,Villa,New Cairo City
5,4,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",335,3500000,Cairo,Egypt,buy,Penthouse,New Cairo City
5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",800,25000000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",360,4970000,Cairo,Egypt,buy,Townhouse,New Cairo City
3,4,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,3800000,Cairo,Egypt,buy,Duplex,New Cairo City
2,2,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,2400000,Cairo,Egypt,buy,Apartment,New Cairo City
4,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",345,5817000,Cairo,Egypt,buy,Apartment,New Cairo City
4,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",235,4400000,Cairo,Egypt,buy,Townhouse,New Cairo City
2,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",285,5000000,Cairo,Egypt,buy,Townhouse,New Cairo City
7+,7+,"Cairo Festival City, North Investors Area, New Cairo City, Cairo","1,080",22000000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,2950000,Cairo,Egypt,buy,iVilla,New Cairo City
5,4,"Mohamed Mazhar St., Zamalek, Cairo",500,19500000,Cairo,Egypt,buy,Apartment,Zamalek
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",280,5000000,Cairo,Egypt,buy,Townhouse,New Cairo City
2,2,"Al Thawra St., Almazah, Heliopolis - Masr El Gedida, Cairo",127,2200000,Cairo,Egypt,buy,Apartment,Heliopolis - Masr El Gedida
3,4,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",234,3590000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",200,2600000,Cairo,Egypt,buy,Penthouse,New Cairo City
4,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",278,2850000,Cairo,Egypt,buy,iVilla,New Cairo City
5,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",356,9500000,Cairo,Egypt,buy,Villa,New Cairo City
2,2,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",150,1575000,Cairo,Egypt,buy,Apartment,New Capital City
7+,7+,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,820",55000000,Cairo,Egypt,buy,Villa,New Cairo City
4,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",321,6900000,Cairo,Egypt,buy,Twin House,New Cairo City
5,4,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",274,4400000,Cairo,Egypt,buy,Apartment,New Cairo City
5,4,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",538,16250000,Cairo,Egypt,buy,Villa,New Cairo City
2,2,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",155,1700000,Cairo,Egypt,buy,Apartment,New Cairo City
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",330,7450000,Cairo,Egypt,buy,Twin House,New Cairo City
5,6,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",630,15250000,Cairo,Egypt,buy,Villa,New Cairo City
4,4,"Levana, Uptown Cairo, Mokattam, Cairo",550,11000000,Cairo,Egypt,buy,Villa,Mokattam
3,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",435,7900000,Cairo,Egypt,buy,Villa,New Cairo City
2,2,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",140,1430000,Cairo,Egypt,buy,Apartment,New Cairo City
6,6,"Concord Gardens, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,6000000,Cairo,Egypt,buy,Twin House,New Cairo City
3,3,"Degla View, Zahraa El Maadi, Hay El Maadi, Cairo",275,2500000,Cairo,Egypt,buy,Apartment,Hay El Maadi
4,4,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",255,3600000,Cairo,Egypt,buy,Duplex,New Cairo City
3,3,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",233,3800000,Cairo,Egypt,buy,Duplex,New Cairo City
4,3,"Aurora, Uptown Cairo, Mokattam, Cairo",236,6500000,Cairo,Egypt,buy,Apartment,Mokattam
5,5,"Levana, Uptown Cairo, Mokattam, Cairo",810,19500000,Cairo,Egypt,buy,Villa,Mokattam
1,1,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",88,1400000,Cairo,Egypt,buy,Apartment,New Cairo City
4,5,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",682,947000,Cairo,Egypt,buy,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",190,6350000,Cairo,Egypt,buy,Twin House,New Cairo City
4,4,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",283,6000000,Cairo,Egypt,buy,Twin House,New Cairo City
4,4,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",277,7175000,Cairo,Egypt,buy,Twin House,New Cairo City
3,3,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",215,3600000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",211,1374400,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",279,5525000,Cairo,Egypt,buy,Twin House,New Cairo City
2,2,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",111,1250000,Cairo,Egypt,buy,Apartment,New Cairo City
5,4,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",310,4800000,Cairo,Egypt,buy,Duplex,New Cairo City
3,4,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",287,3200000,Cairo,Egypt,buy,iVilla,New Cairo City
4,3,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",304,3180000,Cairo,Egypt,buy,iVilla,New Cairo City
3,4,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",225,1530000,Cairo,Egypt,buy,Apartment,New Cairo City
3,3,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",192,1305600,Cairo,Egypt,buy,Apartment,New Cairo City
3,4,"Degla Square, Degla, Hay El Maadi, Cairo",250,28000,Cairo,Egypt,rent,Penthouse,Hay El Maadi
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,47300,Cairo,Egypt,rent,Penthouse,Hay El Maadi
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,45000,Cairo,Egypt,rent,Apartment,Hay El Maadi
4,5,"Sarayat Al Maadi, Hay El Maadi, Cairo","1,050",75000,Cairo,Egypt,rent,Villa,Hay El Maadi
3,3,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",250,60000,Cairo,Egypt,rent,Apartment,New Cairo City
4,5,"Sarayat Al Maadi, Hay El Maadi, Cairo","1,050",110000,Cairo,Egypt,rent,Villa,Hay El Maadi
6,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo","1,200",153000,Cairo,Egypt,rent,Villa,New Cairo City
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",220,3500000,Cairo,Egypt,rent,Apartment,Hay El Maadi
3,2,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",160,60000,Cairo,Egypt,rent,Apartment,New Cairo City
2,3,"Street 207, Degla, Hay El Maadi, Cairo",120,19500,Cairo,Egypt,rent,Apartment,Hay El Maadi
3,3,"Alba Aliyah, Uptown Cairo, Mokattam, Cairo",300,40000,Cairo,Egypt,rent,Villa,Mokattam
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",300,27000,Cairo,Egypt,rent,Twin House,New Cairo City
2,2,"Sri Lanka St., Zamalek, Cairo",180,43000,Cairo,Egypt,rent,Apartment,Zamalek
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",150,32000,Cairo,Egypt,rent,Apartment,Hay El Maadi
4,4,"Victoria Square, Degla, Hay El Maadi, Cairo",300,50000,Cairo,Egypt,rent,Apartment,Hay El Maadi
5,5,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo","1,100",64000,Cairo,Egypt,rent,Villa,New Cairo City
3,3,"Degla Square, Degla, Hay El Maadi, Cairo",250,12000,Cairo,Egypt,rent,Apartment,Hay El Maadi
5,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",450,50000,Cairo,Egypt,rent,Duplex,Hay El Maadi
4,4,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",400,30000,Cairo,Egypt,rent,Apartment,New Cairo City
3,3,"Street 252, Degla, Hay El Maadi, Cairo",250,15000,Cairo,Egypt,rent,Apartment,Hay El Maadi
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,64000,Cairo,Egypt,rent,Villa,Hay El Maadi
1,1,"The Village, South Investors Area, New Cairo City, Cairo",88,12500,Cairo,Egypt,rent,Apartment,New Cairo City
3,3,"Bahaa Eldeen Krakoush St., Zamalek, Cairo",200,40000,Cairo,Egypt,rent,Apartment,Zamalek
5,4,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",740,125000,Cairo,Egypt,rent,Villa,New Cairo City
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,56000,Cairo,egypt,rent,Apartment,Hay El Maadi
2,2,"Ahmed Heshmat St., Zamalek, Cairo",150,41500,Cairo,egypt,rent,Apartment,Zamalek
2,2,"Street 216, Degla, Hay El Maadi, Cairo",120,22400,Cairo,egypt,rent,Apartment,Hay El Maadi
3,3,"Al Mansour Mohamed St., Zamalek, Cairo",200,42500,Cairo,egypt,rent,Apartment,Zamalek
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,36000,Cairo,egypt,rent,Apartment,Hay El Maadi
2,3,"Street 206, Degla, Hay El Maadi, Cairo",125,8000,Cairo,egypt,rent,Apartment,Hay El Maadi
6,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",480,60000,Cairo,egypt,rent,Villa,New Cairo City
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",315,25000,Cairo,egypt,rent,Twin House,New Cairo City
3,3,"The Water Way, North Investors Area, New Cairo City, Cairo",285,40000,Cairo,egypt,rent,Apartment,New Cairo City
5,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",400,72000,Cairo,egypt,rent,Apartment,Hay El Maadi
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",350,45000,Cairo,egypt,rent,Apartment,Hay El Maadi
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",220,12000,Cairo,egypt,rent,Apartment,Hay El Maadi
4,4,"Om Kalthoum St., Rehab City Third Phase, Al Rehab, New Cairo City, Cairo",270,40000,Cairo,egypt,rent,Villa,New Cairo City
5,5,"Katameya Heights, El Katameya Compounds, El Katameya, New Cairo City, Cairo",740,105000,Cairo,egypt,rent,Villa,New Cairo City
4,4,"Degla Square, Degla, Hay El Maadi, Cairo",300,28000,Cairo,egypt,rent,Penthouse,Hay El Maadi
5,5,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",653,80000,Cairo,egypt,rent,Apartment,New Cairo City
3,2,"Hassan Assem St., Zamalek, Cairo",140,32000,Cairo,egypt,rent,Apartment,Zamalek
6,5,"Al Patio 1, North Investors Area, New Cairo City, Cairo",500,70000,Cairo,egypt,rent,Twin House,New Cairo City
6,5,"Sarayat Al Maadi, Hay El Maadi, Cairo",360,55000,Cairo,egypt,rent,Penthouse,Hay El Maadi
3,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",320,48000,Cairo,egypt,rent,Apartment,Hay El Maadi
3,3,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",140,20488,Cairo,egypt,rent,Apartment,New Cairo City
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",200,15000,Cairo,egypt,rent,Apartment,New Cairo City
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",200,18000,Cairo,egypt,rent,Apartment,Hay El Maadi
2,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",140,27000,Cairo,egypt,rent,Apartment,Hay El Maadi
2,2,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",,16000,Cairo,egypt,rent,Apartment,New Cairo City
3,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,64000,Cairo,egypt,rent,Apartment,Hay El Maadi
5,5,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",890,28000,Cairo,egypt,rent,Villa,New Cairo City
1,1,"Abou Al Feda St., Zamalek, Cairo",100,32000,Cairo,egypt,rent,Apartment,Zamalek
3,3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",200,10750,Cairo,egypt,rent,Apartment,New Cairo City
4,3,"Sarayat Al Maadi, Hay El Maadi, Cairo",250,55000,Cairo,egypt,rent,Apartment,Hay El Maadi
4,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",500,56000,Cairo,egypt,rent,Penthouse,Hay El Maadi
5,5,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",400,60000,Cairo,egypt,rent,Villa,New Cairo City
3,3,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",215,25000,Cairo,egypt,rent,Apartment,New Cairo City
5,3,"Al Katameya Plaza, The 1st Settlement, New Cairo City, Cairo",275,22000,Cairo,egypt,rent,Apartment,New Cairo City
4,5,"Katameya Residence, The 1st Settlement, New Cairo City, Cairo",400,40000,Cairo,egypt,rent,Villa,New Cairo City
5,4,"Sarayat Al Maadi, Hay El Maadi, Cairo",300,55000,Cairo,egypt,rent,Apartment,Hay El Maadi
5,4,"Street 206, Degla, Hay El Maadi, Cairo",400,75000,Cairo,egypt,rent,Penthouse,Hay El Maadi
2,2,"Sarayat Al Maadi, Hay El Maadi, Cairo",150,25000,Cairo,egypt,rent,Apartment,Hay El Maadi
5,4,"Mountain View 1, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",500,65000,Cairo,egypt,rent,Villa,New Cairo City
